Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items
58900002,MKKBHUHB,MBH Bank Nyrt.,"9343 Beled, Rákóczi utca 131.",S,R
58900019,MKKBHUHB,MBH Bank Nyrt.,"9343 Beled, Rákóczi utca 131.",S,R
58900026,MKKBHUHB,MBH Bank Nyrt.,"9343 Beled, Rákóczi utca 131.",S,R
58900033,MKKBHUHB,MBH Bank Nyrt.,"9330 Kapuvár, Gesztenye sor 5.",S,R
58900040,MKKBHUHB,MBH Bank Nyrt.,"9330 Kapuvár, Gesztenye sor 5.",S,R
58900057,MKKBHUHB,MBH Bank Nyrt.,"9024 Győr, Riesz F. utca 11/a.",S,R
58900064,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
58900071,MKKBHUHB,MBH Bank Nyrt.,"9500 Celldömölk, Kossuth  Lajos utca 18.",S,R
58900088,MKKBHUHB,MBH Bank Nyrt.,"9700 Szombathely, Szűrcsapó utca 23.",S,R
58900095,MKKBHUHB,MBH Bank Nyrt.,"9500 Celldömölk, Kossuth Lajos utca 18.",S,R
58900105,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
58900215,MKKBHUHB,MBH Bank Nyrt.,"9330 Kapuvár, Gesztenye sor 5.",S,R
59000019,MKKBHUHB,MBH Bank Nyrt.,"9151 Abda, Bécsi utca 67/a.",S,R
59000026,MKKBHUHB,MBH Bank Nyrt.,"9177 Ásványráró, Győri út 47.",S,R
59000033,MKKBHUHB,MBH Bank Nyrt.,"9151 Abda, Bécsi utca 67/a.",S,R
59000040,MKKBHUHB,MBH Bank Nyrt.,"9155 Lébény, Fő út 85.",S,R
59000057,MKKBHUHB,MBH Bank Nyrt.,"9155 Lébény, Fő út 85.",S,R
59000064,MKKBHUHB,MBH Bank Nyrt.,"9151 Abda, Bécsi utca 67/a.",S,R
59100016,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59100102,MKKBHUHB,MBH Bank Nyrt.,"9461 Lövő, Fő utca 203.",S,R
59100205,MKKBHUHB,MBH Bank Nyrt.,"9735 Csepreg, Széchenyi tér 4.",S,R
59100308,MKKBHUHB,MBH Bank Nyrt.,"9461 Lövő, Fő utca 203.",S,R
59100401,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
59100504,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
59100607,MKKBHUHB,MBH Bank Nyrt.,"9431 Fertőd, Fő utca 62.",S,R
59100700,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
59100803,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
59100906,MKKBHUHB,MBH Bank Nyrt.,"9431 Fertőd, Fő utca 62.",S,R
59101000,MKKBHUHB,MBH Bank Nyrt.,"9700 Szombathely, Szűrcsapó utca 23",S,R
59200013,MKKBHUHB,MBH Bank Nyrt.,"9082 Nyúl, Kossuth Lajos utca 52.",S,R
59200020,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59200037,MKKBHUHB,MBH Bank Nyrt.,"9023 Győr, Lehel utca 27.",S,R
59200068,MKKBHUHB,MBH Bank Nyrt.,"9143 Enese, Soproni út 13.",S,R
59200075,MKKBHUHB,MBH Bank Nyrt.,"9023 Győr, Lehel utca 27.",S,R
59200123,MKKBHUHB,MBH Bank Nyrt.,"9023 Győr, Lehel utca 27.",S,R
59200154,MKKBHUHB,MBH Bank Nyrt.,"9143 Enese, Soproni út 13.",S,R
59200161,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59300106,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59300216,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59300223,MKKBHUHB,MBH Bank Nyrt.,"9083 Écs, Kossuth utca 2/A",S,R
59300230,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59300247,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59300254,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59300261,MKKBHUHB,MBH Bank Nyrt.,"9024 Győr, Riesz F. utca 11/a.",S,R
59300278,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59300285,MKKBHUHB,MBH Bank Nyrt.,"9200 Mosonmagyaróvár, Kökény utca 9",S,R
59300292,MKKBHUHB,MBH Bank Nyrt.,"8000 Székesfehérvár, Koronázó tér 2.",S,R
59300302,MKKBHUHB,MBH Bank Nyrt.,"8438 Veszprémvarsány, Rákóczi Ferenc utca 13.",S,R
59300319,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59300326,MKKBHUHB,MBH Bank Nyrt.,"8431 Bakonyszentlászló, Vak Bottyán utca 2.",S,R
59300333,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59300340,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59300357,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59300364,MKKBHUHB,MBH Bank Nyrt.,"8431 Bakonyszentlászló, Vak  Bottyán utca 2.",S,R
59300371,MKKBHUHB,MBH Bank Nyrt.,"8438 Veszprémvarsány, Rákóczi Ferenc utca 13.",S,R
59300388,MKKBHUHB,MBH Bank Nyrt.,"1181 Budapest, Üllői út 399.",S,R
59500007,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59500100,MKKBHUHB,MBH Bank Nyrt.,"9224 Rajka, Kossuth  Lajos utca 37/a.",S,R
59500117,MKKBHUHB,MBH Bank Nyrt.,"9222 Hegyeshalom, Fő utca 135.",S,R
59500124,MKKBHUHB,MBH Bank Nyrt.,"9225 Dunakiliti, Kossuth Lajos utca 88.",S,R
59500131,MKKBHUHB,MBH Bank Nyrt.,"9224 Rajka, Kossuth Lajos utca 37/a",S,R
59500148,MKKBHUHB,MBH Bank Nyrt.,"9222 Hegyeshalom, Fő utca 135.",S,R
59500155,MKKBHUHB,MBH Bank Nyrt.,"9200 Mosonmagyaróvár, Palánk utca 8.",S,R
59500179,MKKBHUHB,MBH Bank Nyrt.,"9200 Mosonmagyaróvár, Kökény utca 9.",S,R
59500186,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23.",S,R
59500193,MKKBHUHB,MBH Bank Nyrt.,"9330 Kapuvár, Gesztenye sor 5.",S,R
59500203,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59500241,MKKBHUHB,MBH Bank Nyrt.,"9330 Kapuvár, Gesztenye sor 5.",S,R
59500258,MKKBHUHB,MBH Bank Nyrt.,"9330 Kapuvár, Gesztenye sor 5.",S,R
59500313,MKKBHUHB,MBH Bank Nyrt.,"9485 Nagycenk, Iskola utca 2.",S,R
59500320,MKKBHUHB,MBH Bank Nyrt.,"9485 Nagycenk, Iskola utca 2.",S,R
59500337,MKKBHUHB,MBH Bank Nyrt.,"9485 Nagycenk, Iskola utca 2.",S,R
59500344,MKKBHUHB,MBH Bank Nyrt.,"9431 Fertőd, Fő utca 62.",S,R
59500351,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
59500368,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
59500375,MKKBHUHB,MBH Bank Nyrt.,"9485 Nagycenk, Iskola utca 2.",S,R
59500382,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
59500454,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59500461,MKKBHUHB,MBH Bank Nyrt.,"9083 Écs, Kossuth utca 2/A",S,R
59500478,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59500485,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59500492,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59500502,MKKBHUHB,MBH Bank Nyrt.,"9024 Győr, Riesz F. utca 11/a.",S,R
59500519,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59500526,MKKBHUHB,MBH Bank Nyrt.,"8000 Székesfehérvár, Koronázó tér 2.",S,R
59500533,MKKBHUHB,MBH Bank Nyrt.,"8438 Veszprémvarsány, Rákóczi Ferenc utca 13.",S,R
59500540,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59500557,MKKBHUHB,MBH Bank Nyrt.,"8431 Bakonyszentlászló, Vak Bottyán utca 2.",S,R
59500564,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59500571,MKKBHUHB,MBH Bank Nyrt.,"9090 Pannonhalma, Petőfi utca 20.",S,R
59500588,MKKBHUHB,MBH Bank Nyrt.,"8431 Bakonyszentlászló, Vak Bottyán utca 2.",S,R
59500605,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86.",S,R
59500612,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59500629,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86.",S,R
59500643,MKKBHUHB,MBH Bank Nyrt.,"9024 Győr, Riesz  F. utca 11/a.",S,R
59500650,MKKBHUHB,MBH Bank Nyrt.,"9024 Győr, Riesz F. utca 11/a.",S,R
59500667,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59500674,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59500681,MKKBHUHB,MBH Bank Nyrt.,"9326 Szil, Hunyadi tér 14.",S,R
59500698,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59500708,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59500715,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59500722,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59500739,MKKBHUHB,MBH Bank Nyrt.,"9900 Körmend, Thököly utca 1.",S,R
59500746,MKKBHUHB,MBH Bank Nyrt.,"9900 Körmend, Thököly utca 1.",S,R
59500753,MKKBHUHB,MBH Bank Nyrt.,"9970 Szentgotthárd, Hunyadi utca 5.",S,R
59500760,MKKBHUHB,MBH Bank Nyrt.,"9800 Vasvár, Főszolgabíró tér 1.",S,R
59500777,MKKBHUHB,MBH Bank Nyrt.,"9800 Vasvár, Főszolgabíró tér 1.",S,R
59500784,MKKBHUHB,MBH Bank Nyrt.,"9941 Őriszentpéter, Városszer 106.",S,R
59500791,MKKBHUHB,MBH Bank Nyrt.,"9941 Őriszentpéter, Városszer 106.",S,R
59500801,MKKBHUHB,MBH Bank Nyrt.,"9970 Szentgotthárd, Hunyadi utca 5.",S,R
59500818,MKKBHUHB,MBH Bank Nyrt.,"9600 Sárvár, Batthyány Lajos utca 42/C",S,R
59500825,MKKBHUHB,MBH Bank Nyrt.,"9700 Szombathely, Petőfi Sándor utca 16",S,R
59500832,MKKBHUHB,MBH Bank Nyrt.,"9700 Szombathely, Petőfi  Sándor utca 16",S,R
59500849,MKKBHUHB,MBH Bank Nyrt.,"9700 Szombathely, Petőfi Sándor utca 16",S,R
59500856,MKKBHUHB,MBH Bank Nyrt.,"9500 Celldömölk, Kossuth  Lajos utca 18.",S,R
59500863,MKKBHUHB,MBH Bank Nyrt.,"9653 Répcelak, Petőfi Sándor utca 50.",S,R
59500870,MKKBHUHB,MBH Bank Nyrt.,"9500 Celldömölk, Kossuth  Lajos utca 18.",S,R
59500887,MKKBHUHB,MBH Bank Nyrt.,"9653 Répcelak, Petőfi Sándor utca 50",S,R
59500894,MKKBHUHB,MBH Bank Nyrt.,"9600 Sárvár, Batthyány Lajos utca 42/b",S,R
59500904,MKKBHUHB,MBH Bank Nyrt.,"9737 Bük, Széchenyi utca 2/a",S,R
59500911,MKKBHUHB,MBH Bank Nyrt.,"9500 Celldömölk, Kossuth Lajos utca 18.",S,R
59500928,MKKBHUHB,MBH Bank Nyrt.,"9737 Bük, Széchenyi utca 2/a",S,R
59500935,MKKBHUHB,MBH Bank Nyrt.,"9461 Lövő, Fő utca 203.",S,R
59500942,MKKBHUHB,MBH Bank Nyrt.,"9735 Csepreg, Széchenyi tér 4.",S,R
59500959,MKKBHUHB,MBH Bank Nyrt.,"9461 Lövő, Fő utca 203.",S,R
59500966,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
59500973,MKKBHUHB,MBH Bank Nyrt.,"9431 Fertőd, Fő utca 62.",S,R
59500980,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
59500997,MKKBHUHB,MBH Bank Nyrt.,"9400 Sopron, Várkerület 18.",S,R
59501008,MKKBHUHB,MBH Bank Nyrt.,"9431 Fertőd, Fő utca 62.",S,R
59501015,MKKBHUHB,MBH Bank Nyrt.,"9343 Beled, Rákóczi utca 131.",S,R
59501022,MKKBHUHB,MBH Bank Nyrt.,"9343 Beled, Rákóczi utca 131.",S,R
59501039,MKKBHUHB,MBH Bank Nyrt.,"9330 Kapuvár, Gesztenye sor 5.",S,R
59501046,MKKBHUHB,MBH Bank Nyrt.,"9330 Kapuvár, Gesztenye sor 5.",S,R
59501053,MKKBHUHB,MBH Bank Nyrt.,"9024 Győr, Riesz F. utca 11/a.",S,R
59501060,MKKBHUHB,MBH Bank Nyrt.,"9500 Celldömölk, Kossuth Lajos utca 18.",S,R
59501077,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59501084,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23.",S,R
59501091,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59501101,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59501118,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59501125,MKKBHUHB,MBH Bank Nyrt.,"9326 Szil, Hunyadi tér 14.",S,R
59501132,MKKBHUHB,MBH Bank Nyrt.,"9317 Szany, Dózsa utca 4.",S,R
59501149,MKKBHUHB,MBH Bank Nyrt.,"9317 Szany, Dózsa utca 4.",S,R
59501156,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59501163,MKKBHUHB,MBH Bank Nyrt.,"9241 Jánossomorja, Óvári utca 6.",S,R
59501170,MKKBHUHB,MBH Bank Nyrt.,"9200 Mosonmagyaróvár, Kökény utca 9",S,R
59501187,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59501194,MKKBHUHB,MBH Bank Nyrt.,"9700 Szombathely, Szűrcsapó utca 23",S,R
59501204,MKKBHUHB,MBH Bank Nyrt.,"9700 Szombathely, Szűrcsapó utca 23.",S,R
59501211,MKKBHUHB,MBH Bank Nyrt.,"9700 Szombathely, Petőfi Sándor utca 16",S,R
59501228,MKKBHUHB,MBH Bank Nyrt.,"9798 Ják, Szabadság tér 10.",S,R
59501235,MKKBHUHB,MBH Bank Nyrt.,"9700 Szombathely, Petőfi Sándor utca 16",S,R
59501242,MKKBHUHB,MBH Bank Nyrt.,"9900 Körmend, Thököly utca 1.",S,R
59501259,MKKBHUHB,MBH Bank Nyrt.,"9600 Sárvár, Batthyány  Lajos utca 42/C",S,R
59501266,MKKBHUHB,MBH Bank Nyrt.,"9900 Körmend, Thököly utca 1.",S,R
59501273,MKKBHUHB,MBH Bank Nyrt.,"9737 Bük, Széchenyi utca 2/A",S,R
59501280,MKKBHUHB,MBH Bank Nyrt.,"9700 Szombathely, Petőfi Sándor utca 16",S,R
59501297,MKKBHUHB,MBH Bank Nyrt.,"9730 Kőszeg, Rákóczi utca 12.",S,R
59501307,MKKBHUHB,MBH Bank Nyrt.,"9730 Kőszeg, Rákóczi utca 12.",S,R
59501314,MKKBHUHB,MBH Bank Nyrt.,"9735 Csepreg, Széchenyi tér 4.",S,R
59600011,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59600028,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent  István tér 23.",S,R
59600035,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59600042,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59600059,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59600066,MKKBHUHB,MBH Bank Nyrt.,"9326 Szil, Hunyadi tér 14.",S,R
59600073,MKKBHUHB,MBH Bank Nyrt.,"9317 Szany, Dózsa utca 4.",S,R
59600080,MKKBHUHB,MBH Bank Nyrt.,"9317 Szany, Dózsa utca 4.",S,R
59600097,MKKBHUHB,MBH Bank Nyrt.,"9024 Győr, Riesz F. utca 11/a.",S,R
59600114,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59600121,MKKBHUHB,MBH Bank Nyrt.,"9241 Jánossomorja, Óvári utca 6.",S,R
59600138,MKKBHUHB,MBH Bank Nyrt.,"9200 Mosonmagyaróvár, Kökény utca 9",S,R
59600145,MKKBHUHB,MBH Bank Nyrt.,"9200 Mosonmagyaróvár, Kökény utca 9",S,R
59600152,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59600169,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59600310,MKKBHUHB,MBH Bank Nyrt.,"9300 Csorna, Szent István tér 23",S,R
59800015,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86.",S,R
59800022,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59800039,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86.",S,R
59800046,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59800053,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59800060,MKKBHUHB,MBH Bank Nyrt.,"9024 Győr, Riesz F. utca 11/a.",S,R
59800077,MKKBHUHB,MBH Bank Nyrt.,"9024 Győr, Riesz F. utca 11/a.",S,R
59800084,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59800091,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59800101,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59800118,MKKBHUHB,MBH Bank Nyrt.,"9326 Szil, Hunyadi tér 14.",S,R
59800125,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59800132,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59800149,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59800156,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59800163,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
59800170,MKKBHUHB,MBH Bank Nyrt.,"9100 Tét, Fő utca 86",S,R
59900005,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
59900012,MKKBHUHB,MBH Bank Nyrt.,"4064 Nagyhegyes, Kossuth utca 1.",S,R
59900029,MKKBHUHB,MBH Bank Nyrt.,"4060 Balmazújváros, Veres Péter utca 3.",S,R
59900036,MKKBHUHB,MBH Bank Nyrt.,"4200 Hajdúszoboszló, Hősök tere 15.",S,R
59900043,MKKBHUHB,MBH Bank Nyrt.,"4200 Hajdúszoboszló, Hősök tere 15.",S,R
59900050,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
59900067,MKKBHUHB,MBH Bank Nyrt.,"4060 Balmazújváros, Veres Péter utca 3.",S,R
59900074,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen utca 6-8.",S,R
60300014,MKKBHUHB,MBH Bank Nyrt.,"4087 Hajdúdorog, Tokaji út 6.",S,R
60300021,MKKBHUHB,MBH Bank Nyrt.,"4220 Hajdúböszörmény, Kossuth Lajos utca 5.",S,R
60300038,MKKBHUHB,MBH Bank Nyrt.,"4220 Hajdúböszörmény, Kossuth Lajos utca 5.",S,R
60300045,MKKBHUHB,MBH Bank Nyrt.,"4080 Hajdúnánás, Kossuth utca 17.",S,R
60300052,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen utca 6-8.",S,R
60600008,MKKBHUHB,MBH Bank Nyrt.,"4274 Hosszúpályi, Bagosi utca 2.",S,R
60600015,MKKBHUHB,MBH Bank Nyrt.,"4274 Hosszúpályi, Bagosi utca 2.",S,R
60600022,MKKBHUHB,MBH Bank Nyrt.,"4274 Hosszúpályi, Bagosi utca 2.",S,R
60600039,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen utca 6-8.",S,R
60600046,MKKBHUHB,MBH Bank Nyrt.,"4274 Hosszúpályi, Bagosi utca 2.",S,R
60600053,MKKBHUHB,MBH Bank Nyrt.,"4130 Derecske, Rákóczi út 2.",S,R
60600060,MKKBHUHB,MBH Bank Nyrt.,"4130 Derecske, Rákóczi út 2.",S,R
60600077,MKKBHUHB,MBH Bank Nyrt.,"4130 Derecske, Rákóczi út 2.",S,R
60600084,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen utca 6-8.",S,R
60600101,MKKBHUHB,MBH Bank Nyrt.,"4251 Hajdúsámson, Rákóczi út 6.",S,R
60600118,MKKBHUHB,MBH Bank Nyrt.,"4254 Nyíradony, Árpád tér 12.",S,R
60600132,MKKBHUHB,MBH Bank Nyrt.,"4200 Hajdúszoboszló, Hősök tere 15.",S,R
60600149,MKKBHUHB,MBH Bank Nyrt.,"4242 Hajdúhadház, Bocskai tér 2/A",S,R
60600156,MKKBHUHB,MBH Bank Nyrt.,"4243 Téglás, Dózsa György utca 13.",S,R
60600163,MKKBHUHB,MBH Bank Nyrt.,"4225 Debrecen-Józsa, Szentgyörgyfalvi út 9.",S,R
60600170,MKKBHUHB,MBH Bank Nyrt.,"4033 Debrecen, Mátyás király utca 29.",S,R
60600187,MKKBHUHB,MBH Bank Nyrt.,"4242 Hajdúhadház, Bocskai tér 2/A",S,R
60600204,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600211,MKKBHUHB,MBH Bank Nyrt.,"4110 Biharkeresztes, Hősök tere 10.",S,R
60600228,MKKBHUHB,MBH Bank Nyrt.,"4110 Biharkeresztes, Hősök tere 10.",S,R
60600235,MKKBHUHB,MBH Bank Nyrt.,"4110 Biharkeresztes, Hősök tere 10.",S,R
60600242,MKKBHUHB,MBH Bank Nyrt.,"4100 Berettyóújfalu, Dózsa György utca 3-5.",S,R
60600259,MKKBHUHB,MBH Bank Nyrt.,"4100 Berettyóújfalu, Dózsa György utca 3-5.",S,R
60600266,MKKBHUHB,MBH Bank Nyrt.,"4110 Biharkeresztes, Hősök tere 10.",S,R
60600273,MKKBHUHB,MBH Bank Nyrt.,"5525 Füzesgyarmat, Mátyás utca 2.",S,R
60600280,MKKBHUHB,MBH Bank Nyrt.,"4150 Püspökladány, Gagarin utca 1.",S,R
60600297,MKKBHUHB,MBH Bank Nyrt.,"4150 Püspökladány, Gagarin utca 1.",S,R
60600307,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600314,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600321,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600338,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600345,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600352,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600369,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600376,MKKBHUHB,MBH Bank Nyrt.,"4281 Létavértes, Baross utca 1.",S,R
60600383,MKKBHUHB,MBH Bank Nyrt.,"4274 Hosszúpályi, Bagosi utca 2.",S,R
60600390,MKKBHUHB,MBH Bank Nyrt.,"4274 Hosszúpályi, Bagosi utca 2.",S,R
60600400,MKKBHUHB,MBH Bank Nyrt.,"4110 Biharkeresztes, Hősök tere 10.",S,R
60600417,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600424,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600431,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600448,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600455,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600462,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600479,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600486,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
60600493,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
61200113,HBWEHUHB,MAGNET Bank Polgár közp. fiók,"4090 Polgár, Hősök utca 8",S,R
61200216,HBWEHUHB,MAGNET Bank Polgári fiók,"4090 Polgár, Hősök utca 8",S,R
61200223,HBWEHUHB,MAGNET Bank Polgári fiók,"4090 Polgár, Hősök utca 8",S,R
61200230,HBWEHUHB,MAGNET Bank Polgári fiók,"4090 Polgár, Hősök utca 8",S,R
61200247,HBWEHUHB,MAGNET Bank Hajdúnánási fiók,"4080 Hajdúnánás, Kossuth  utca 12 fsz 1",S,R
61200254,HBWEHUHB,MAGNET Bank Tiszaújvárosi fiók,"3580 Tiszaújváros, Szent István  út 19",S,R
61200261,HBWEHUHB,MAGNET Bank Debreceni fiók,"4026 Debrecen, Péterfia utca 4",S,R
61200278,HBWEHUHB,MAGNET Bank Szigetszentmiklósi fiók,"2310 Szigetszentmiklós, Tököli út 19/B fsz 3",S,R
61200285,HBWEHUHB,MAGNET Bank Hajdúböszörményi fiók,"4220 Hajdúböszörmény, Bocskai István tér 13",S,R
61200292,HBWEHUHB,MAGNET Bank Budapesti fiók,"1055 Budapest, Balassi Bálint  utca 9-11",S,R
61200302,HBWEHUHB,MAGNET Bank Görbeházai fiók,"4075 Görbeháza, Iskola utca 2",S,R
61200319,HBWEHUHB,MAGNET Bank Komádi fiók,"4138 Komádi, Fő utca 2",S,R
