CountryCode,LookupKey,Bic,BankCode,BranchCode,BankName,Source
FR,30087:33762,CMCIFRPPXXX,30087,33762,CM - CIC BANQUES,"User provided data"
FR,30087:33763,CMCIFRPPXXX,30087,33763,CM - CIC BANQUES,"User provided data"
FR,30087:33780,CMCIFRPPXXX,30087,33780,CM - CIC BANQUES,"User provided data"
FR,30087:33790,CMCIFRPPXXX,30087,33790,CM - CIC BANQUES,"User provided data"
FR,30087:33801,CMCIFRPPXXX,30087,33801,CM - CIC BANQUES,"User provided data"
FR,30087:33802,CMCIFRPPXXX,30087,33802,CM - CIC BANQUES,"User provided data"
FR,30087:33803,CMCIFRPPXXX,30087,33803,CM - CIC BANQUES,"User provided data"
FR,30087:33805,CMCIFRPPXXX,30087,33805,CM - CIC BANQUES,"User provided data"
FR,30087:33807,CMCIFRPPXXX,30087,33807,CM - CIC BANQUES,"User provided data"
FR,30087:33808,CMCIFRPPXXX,30087,33808,CM - CIC BANQUES,"User provided data"
FR,30087:33809,CMCIFRPPXXX,30087,33809,CM - CIC BANQUES,"User provided data"
FR,30087:33810,CMCIFRPPXXX,30087,33810,CM - CIC BANQUES,"User provided data"
FR,30087:33812,CMCIFRPPXXX,30087,33812,CM - CIC BANQUES,"User provided data"
FR,30087:33813,CMCIFRPPXXX,30087,33813,CM - CIC BANQUES,"User provided data"
FR,30087:33815,CMCIFRPPXXX,30087,33815,CM - CIC BANQUES,"User provided data"
FR,30087:33818,CMCIFRPPXXX,30087,33818,CM - CIC BANQUES,"User provided data"
FR,30087:33819,CMCIFRPPXXX,30087,33819,CM - CIC BANQUES,"User provided data"
FR,30087:33822,CMCIFRPPXXX,30087,33822,CM - CIC BANQUES,"User provided data"
FR,30087:33823,CMCIFRPPXXX,30087,33823,CM - CIC BANQUES,"User provided data"
FR,30087:33824,CMCIFRPPXXX,30087,33824,CM - CIC BANQUES,"User provided data"
FR,30087:33831,CMCIFRPPXXX,30087,33831,CM - CIC BANQUES,"User provided data"
